student_id,age,gender,ethnicity,parental_education,study_time_Weekly,absences,tutoring,parental_support,extracurricular,sports,music,volunteering,gpa,grade_class
1001,17,Female,Caucasian,Collège,19.833722807854713,7,Oui,Modéré,Non,Non,Oui,Non,2.929195591667681,D
1002,18,Male,Caucasian,Lycée,15.40875605584674,0,Non,Faible,Non,Non,Non,Non,3.042914833436377,F
1003,15,Male,Asian,Baccalauréat,4.21056976881226,26,Non,Modéré,Non,Non,Non,Non,0.1126022544661815,A
1004,17,Female,Caucasian,Baccalauréat,10.028829473958215,14,Non,Elevé,Oui,Non,Non,Non,2.0542181397029484,B
1005,17,Female,Caucasian,Collège,4.6724952729713305,17,Oui,Elevé,Non,Non,Non,Non,1.2880611817953875,A
1006,18,Male,Caucasian,Lycée,8.191218545250186,0,Non,Faible,Oui,Non,Non,Non,3.0841836144863937,F
1007,15,Male,African American,Lycée,15.601680474699295,10,Non,Elevé,Non,Oui,Non,Non,2.748237414891583,D
1008,15,Female,African American,Supérieur,15.424496305808074,22,Oui,Faible,Oui,Non,Non,Non,1.360142712316461,A
1009,17,Male,Caucasian,Aucun,4.562007558047703,1,Non,Modéré,Non,Oui,Non,Oui,2.896819189513569,D
1010,16,Female,Caucasian,Lycée,18.444466363097202,0,Non,Elevé,Oui,Non,Non,Non,3.5734742103297656,F
1011,17,Male,Caucasian,Lycée,11.851363655296536,11,Non,Faible,Non,Non,Non,Non,2.1471716250185144,B
1012,17,Male,Caucasian,Lycée,7.59848581924029,15,Non,Modéré,Non,Non,Non,Oui,1.5595945190402773,A
1013,17,Male,African American,Lycée,10.038711615617213,21,Non,Elevé,Oui,Non,Non,Non,1.520077814874808,A
1014,17,Male,African American,Collège,12.101425068754875,21,Non,Très élevé,Non,Oui,Non,Non,1.7515809583340785,A
1015,18,Female,Caucasian,Lycée,11.197810636915708,9,Oui,Modéré,Non,Non,Non,Non,2.396788117124796,B
1016,15,Male,Caucasian,Collège,9.728100710723563,17,Oui,Aucun,Non,Oui,Non,Non,1.3415207165346672,A
1017,18,Male,Other,Lycée,10.098656081788002,14,Non,Modéré,Oui,Oui,Non,Non,2.2321752777159762,B
1018,18,Female,Caucasian,Aucun,3.5282382085577235,16,Oui,Modéré,Non,Non,Non,Non,1.3844041756940335,A
1019,18,Male,African American,Baccalauréat,16.25465808609359,29,Non,Modéré,Oui,Non,Non,Oui,0.4695533233798704,A
1020,17,Male,Caucasian,Lycée,10.835206398820308,9,Non,Modéré,Non,Non,Oui,Non,2.3957840945306996,B
1021,16,Female,Caucasian,Baccalauréat,2.621597234094062,2,Non,Elevé,Non,Non,Non,Oui,2.778411299920653,D
1022,15,Male,Caucasian,Collège,15.323142031655559,25,Non,Faible,Oui,Non,Non,Non,0.34689403670501484,A
1023,16,Female,African American,Aucun,18.648879567547016,29,Oui,Faible,Non,Non,Non,Non,0.3125462305253549,A
1024,18,Female,Other,Supérieur,18.94613798473924,20,Non,Modéré,Oui,Non,Non,Non,1.7701318767799732,A
1025,18,Female,Caucasian,Lycée,7.380354648223455,15,Non,Modéré,Non,Non,Non,Non,1.5051556220362858,A
1026,16,Female,Caucasian,Baccalauréat,2.7103374712150807,5,Non,Très élevé,Non,Non,Oui,Non,2.977851918315743,D
1027,16,Male,Caucasian,Lycée,10.367992532661303,2,Non,Modéré,Non,Oui,Non,Non,2.948717671911921,D
1028,16,Female,Caucasian,Baccalauréat,2.2521845869844137,8,Non,Elevé,Non,Non,Oui,Non,2.1452047204671914,B
1029,18,Male,Caucasian,Aucun,18.679748370252344,10,Non,Elevé,Oui,Non,Non,Non,2.854803928981318,D
1030,18,Male,Caucasian,Collège,3.67159254710292,20,Non,Elevé,Oui,Non,Non,Non,1.519441725815139,A
1031,15,Male,Asian,Collège,5.055317199023282,12,Oui,Aucun,Non,Oui,Non,Non,1.727120309522409,A
1032,15,Male,Caucasian,Baccalauréat,8.132730537699409,17,Non,Très élevé,Non,Non,Non,Oui,1.8475354711387906,A
1033,18,Male,Caucasian,Baccalauréat,7.663289371182516,25,Non,Faible,Non,Oui,Non,Non,0.38461697285648777,A
1034,16,Male,Other,Baccalauréat,15.89325784795778,21,Non,Aucun,Oui,Oui,Non,Non,0.94940609779728,A
1035,16,Male,Caucasian,Baccalauréat,9.126336411019247,27,Oui,Modéré,Oui,Oui,Non,Non,1.1409594184203395,A
1036,15,Male,Other,Lycée,3.415365200066738,23,Non,Faible,Non,Non,Non,Non,0.2614722600507521,A
1037,18,Male,Caucasian,Lycée,5.344197909721482,26,Oui,Faible,Non,Non,Non,Non,0.21828485682103177,A
1038,15,Male,Asian,Lycée,10.18226770375044,21,Oui,Faible,Non,Oui,Non,Non,1.0677635510419796,A
1039,15,Female,African American,Lycée,2.949078348522698,3,Oui,Faible,Oui,Oui,Non,Non,3.0189058584279675,F
1040,17,Female,Asian,Lycée,12.233113512920282,21,Oui,Elevé,Oui,Oui,Non,Non,1.5268678317927231,A
1041,17,Female,Other,Collège,11.314946131022918,23,Oui,Faible,Non,Non,Non,Non,1.0582873996898603,A
1042,17,Male,Caucasian,Lycée,14.294046327645153,7,Non,Modéré,Non,Non,Non,Non,2.625128097732231,D
1043,16,Female,Other,Collège,18.754092307587353,12,Oui,Très élevé,Non,Non,Non,Non,2.8087548220286536,D
1044,18,Female,Caucasian,Lycée,18.245091222023113,9,Non,Modéré,Non,Oui,Non,Non,2.8888916692724433,D
1045,18,Female,Caucasian,Lycée,18.921512361376628,1,Oui,Elevé,Oui,Oui,Non,Non,4.0,F
1046,18,Male,Caucasian,Collège,4.894311940474019,7,Non,Très élevé,Non,Non,Oui,Non,2.515300272256249,D
1047,18,Male,African American,Collège,2.6313061327870924,5,Non,Faible,Oui,Non,Non,Non,2.5637654300150947,D
1048,17,Male,Caucasian,Collège,6.04553400992897,15,Non,Modéré,Non,Non,Non,Non,1.7036118032323682,A
1049,16,Male,African American,Collège,17.90170345532629,17,Non,Elevé,Non,Non,Oui,Non,2.0998851567205854,B
1050,16,Female,African American,Lycée,19.441069492469765,16,Non,Très élevé,Oui,Non,Non,Non,2.4610469629080955,B
1051,17,Female,Asian,Collège,17.18649902140952,5,Non,Elevé,Non,Non,Non,Non,2.935477191694632,D
1052,16,Female,Asian,Aucun,2.200354422550872,12,Oui,Faible,Oui,Non,Oui,Non,1.9863780592187463,A
1053,17,Female,Caucasian,Lycée,18.948559961195862,22,Non,Très élevé,Non,Non,Oui,Non,1.5715441913992825,A
1054,18,Male,Caucasian,Collège,8.46716054701572,13,Non,Faible,Non,Oui,Non,Non,1.6643106896610833,A
1055,17,Male,Caucasian,Aucun,0.18620581524707358,29,Oui,Modéré,Oui,Oui,Non,Non,0.7562591665741925,A
1056,18,Male,Caucasian,Lycée,8.847874814963872,25,Non,Modéré,Non,Oui,Non,Non,0.8027695392342074,A
1057,18,Female,Caucasian,Supérieur,0.9213833935093518,20,Non,Modéré,Non,Oui,Oui,Non,1.3423871779577345,A
1058,15,Male,Caucasian,Supérieur,10.87755842322235,29,Non,Elevé,Oui,Non,Non,Non,0.2865712882866222,A
1059,17,Male,Caucasian,Lycée,6.771080548741026,9,Oui,Elevé,Non,Oui,Non,Non,2.61383869367367,D
1060,15,Female,Other,Aucun,9.468698671880976,23,Non,Elevé,Non,Oui,Non,Non,0.9290125546259369,A
1061,17,Female,African American,Lycée,12.26340721486234,10,Non,Aucun,Oui,Non,Oui,Non,1.8927586959265916,A
1062,17,Male,Caucasian,Lycée,17.376021916356407,12,Non,Modéré,Non,Non,Oui,Non,2.331261549308754,B
1063,15,Male,African American,Baccalauréat,13.238031529438572,11,Non,Elevé,Non,Oui,Non,Non,2.234238472600233,B
1064,15,Male,Caucasian,Lycée,8.680977369563614,8,Non,Modéré,Non,Oui,Non,Non,2.3858282190764624,B
1065,17,Male,Caucasian,Collège,16.388557073407302,3,Oui,Très élevé,Non,Non,Non,Non,3.3473567435078095,F
1066,16,Male,African American,Lycée,18.111642751462643,6,Oui,Elevé,Oui,Non,Non,Non,3.2618553073332905,F
1067,18,Male,Caucasian,Supérieur,2.3951993286439444,23,Non,Elevé,Non,Oui,Non,Non,1.0396238791477144,A
1068,15,Female,Caucasian,Lycée,10.638659551055829,28,Non,Aucun,Non,Oui,Non,Non,0.027818624732467906,A
1069,18,Female,Other,Collège,5.690239194848883,21,Oui,Elevé,Non,Non,Oui,Non,1.3299645378768772,A
1070,16,Female,Asian,Lycée,0.941223957538948,1,Non,Très élevé,Non,Non,Oui,Non,3.2839165218973836,F
1071,16,Male,African American,Collège,13.370933902279706,6,Non,Modéré,Oui,Non,Non,Non,2.937454182316864,D
1072,16,Female,African American,Lycée,17.255415549184512,28,Non,Elevé,Non,Non,Oui,Oui,0.7388682028052602,A
1073,15,Male,African American,Lycée,3.258053089547881,8,Non,Modéré,Oui,Oui,Non,Non,2.556801662833417,D
1074,16,Male,Caucasian,Baccalauréat,16.24827315247801,4,Oui,Modéré,Non,Non,Non,Non,3.300928568970799,F
1075,15,Female,Caucasian,Baccalauréat,17.067914670738833,14,Non,Elevé,Oui,Non,Oui,Non,2.200682946560561,B
1076,16,Male,Caucasian,Baccalauréat,18.28680885332967,17,Non,Elevé,Non,Oui,Non,Non,1.8558655731681934,A
1077,18,Male,Caucasian,Collège,5.305701781721048,3,Non,Elevé,Non,Non,Non,Non,2.7344014944199917,D
1078,18,Female,African American,Baccalauréat,18.079061303797786,18,Oui,Faible,Oui,Oui,Non,Non,2.1317372971872284,B
1079,17,Female,Caucasian,Aucun,6.413255094728645,19,Non,Faible,Non,Non,Non,Non,0.9797699107752862,A
1080,18,Female,Other,Lycée,11.046760269110056,25,Non,Elevé,Non,Oui,Non,Non,0.994325023551287,A
1081,17,Male,Other,Lycée,1.0101494166456426,6,Non,Faible,Non,Oui,Non,Non,2.0746999767813343,B
1082,18,Female,Asian,Collège,0.8776217673748721,25,Non,Modéré,Non,Non,Non,Non,0.500508035804656,A
1083,15,Female,African American,Lycée,14.407464254644058,7,Non,Aucun,Oui,Oui,Non,Non,2.532438417587673,D
1084,18,Male,Asian,Lycée,8.88959955955582,16,Non,Faible,Non,Oui,Non,Non,1.4633780357856976,A
1085,17,Female,Caucasian,Collège,5.125847507384352,12,Non,Elevé,Oui,Oui,Non,Non,2.342836773191855,B
